corrida,dimension,posicion_inicial,posicion_final,valor_final,iteraciones,evaluaciones
15,3,"[-3.6155195025021873, -1.6113136996093793, 3.7341073598273544]","[-3.979782910446807, -1.9899114315784574, 3.979783625880854]",35.81831877579292,29,31
16,3,"[-3.5335648138911475, -4.272774803269735, -0.15833093038068924]","[-3.979782531953307, -3.9797838785228405, -6.4711503025239915e-09]",31.838487585270393,34,36
17,3,"[-2.0232242045077875, 0.6493016523146657, 3.110962078550785]","[-1.9899122743785016, 0.9949574052565469, 2.9848558700005308]",13.929391489441523,27,29
18,3,"[-3.71559948131591, 0.8263586258358782, 0.05640970639220644]","[-3.9797826060613435, 0.9949582192363536, 1.129843571578448e-07]",16.914202849901667,26,28
19,3,"[-3.6446332312248364, 1.2697444918167795, -2.3179221211056986]","[-3.9797828416204584, 0.9949589669991642, -1.9899127299774038]",20.894034040383403,28,30
20,3,"[-0.12457657810931178, -4.2775313994028865, -0.41385925413250035]","[-5.961042056448317e-08, -3.9797840904908264, -1.015653775500541e-06]",15.919243792677316,29,31
21,3,"[-1.9818140872415198, 3.3011836025380292, -4.536537835546949]","[-1.9899122335322534, 2.9848557140385967, -4.974690296821263]",37.80815536681785,35,37
22,3,"[-0.8334615048363014, -0.42566221689407513, 2.304062221302976]","[-0.994958551189464, -1.2698125737040672e-06, 1.9899124995061839]",4.974790247982746,29,31
23,3,"[0.7607047689237607, 1.7122543328684143, 2.8369846850739826]","[0.9949579172062527, 1.989911097659482, 2.9848553075769617]",13.929391489523418,26,28
24,3,"[3.7089584502598525, -1.9059149135619022, 0.38935250292636603]","[3.979783367973035, -1.9899121666383046, 1.1439390410356315e-06]",19.89907498332383,28,30
25,3,"[3.482706723217407, 5.011979581082177, 3.988677745088135]","[2.984856714420093, 4.974691395379902, 3.979783861289294]",49.74756796869359,32,34
26,3,"[-1.3161752307263819, -3.12149486368102, -0.10862041695653168]","[-0.9949599817883243, -2.984856007773093, -2.3077509826675713e-07]",9.949560298967711,26,28
27,3,"[2.474408466801073, -0.07609271548623298, -0.17222795966803428]","[1.98991363911711, -1.2390390580432737e-08, -3.314347777863226e-08]",3.9798311909454114,31,33
28,3,"[3.4634795118776376, -1.4192253023520118, 3.684297470071251]","[2.9848565640832265, -0.9949590152918061, 3.979783718647008]",25.868804091221172,31,33
29,3,"[-0.954318838254351, -1.7588929978538044, -0.4711433093150825]","[-0.9949586337040324, -1.9899121971258575, -1.1065898277599973e-06]",4.9747902478905885,32,34
30,3,"[2.6874568568306527, -3.8297392346726986, -3.108667229470542]","[2.984854770122647, -3.979783594625423, -2.984855866470123]",33.82844627562601,27,29
31,3,"[4.622795014790062, -3.3229657356149005, 0.6935277356139986]","[4.974690417882067, -2.984856019445227, 0.9949583535143908]",34.82328323334403,29,31
32,3,"[0.8121801386182437, -0.1062455086054932, 1.4821913454266227]","[0.9949586239128126, -6.536860249975697e-09, 0.9949595681994565]",1.9899181143583355,33,35
33,3,"[-2.7665743278323873, 0.5392616220339015, -1.308945866271773]","[-2.9848556413130183, 0.9949571864918996, -0.9949587383929971]",10.944519356093888,31,33
34,3,"[1.6554727386028958, -3.6738709158589495, 0.7257847484362365]","[1.9899114941965546, -3.9797831474421326, 0.9949582856395752]",20.894034040341772,28,30
35,3,"[-3.2228315608747655, -2.2666950337020273, -2.880411644686508]","[-2.984856364465006, -1.9899131252765982, -2.9848554498539226]",21.889033673784883,26,28
36,3,"[-3.247741134143313, 3.3352801439812305, -2.194354507152483]","[-2.984856181883548, 2.9848566721135725, -1.9899125462700957]",21.889033673779352,27,29
37,3,"[4.373747526291962, 4.812047619534755, 0.7297072121558763]","[3.9797847350075752, 4.974691187576314, 0.9949582973562625]",41.787925784278684,28,30
38,3,"[-3.6556685039029615, -1.284625987793088, 3.0487783766857115]","[-3.979782976102307, -0.994959009671397, 2.984855750373093]",25.868804091223616,28,30
39,3,"[-1.3579189381419985, -4.228943684579443, 0.5814774879046443]","[-0.9949590854202035, -3.979784022854621, 0.9949574185788869]",17.909161906987762,29,31
40,3,"[3.534037519319397, 3.0302862043494647, -3.3267390450651826]","[3.979782590716003, 2.9848557027511102, -2.984855727718268]",33.82844627575292,34,36
41,3,"[1.7691096515836593, -2.862036342418974, -2.8855548461857565]","[1.9899110900074035, -2.9848551933782663, -2.984855310224928]",21.889033673868163,25,27
42,3,"[3.8304949586450965, -2.563389923940043, -2.4243471716555653]","[3.9797838246375057, -2.9848547652323947, -1.989912624345395]",28.853676224706057,31,33
43,3,"[-5.113309278604293, 3.7956509094453006, 2.996170887261539]","[-4.974691952456325, 3.9797828689112626, 2.9848557404427107]",49.74756796874628,25,27
44,3,"[1.3038482953285424, 2.5627214227337447, -3.563022669573204]","[0.9949587339555453, 2.9848547457482275, -3.9797826820377127]",25.868804091497132,31,33
45,3,"[-0.4267663914232278, -1.5235134735484839, -4.159728371128152]","[-1.0372640213421265e-07, -1.9899110541525034, -3.9797838684745037]",19.899074983293254,34,36
46,3,"[-0.14202383139917707, 4.3083740195085864, -4.7097946209208885]","[-1.929397450072777e-07, 3.9797846541989754, -4.974690507017177]",40.79296672728823,27,29
47,3,"[-2.135440245823551, -2.9947808132535965, -2.6813782664632697]","[-1.9899124299738018, -2.984855713696441, -2.9848547091163278]",21.889033673730093,27,29
48,3,"[4.182369811244803, -0.3269728846408695, -0.34509401149625507]","[3.9797841794813227, -9.174048451546521e-07, -1.1047511322302847e-06]",15.919243792890686,27,29
49,3,"[2.668294578742091, -3.53799983098956, -0.13040277401548028]","[2.9848556449612778, -3.9797823619378225, -8.347500804716898e-09]",24.873845034391017,33,35
50,3,"[-0.716951407400348, 0.9923654711977585, 5.115470881284492]","[-0.994957593203176, 0.9949586325233385, 4.974691738547775]",26.863641048968802,26,28
51,3,"[2.7591566754001624, -1.0458552011015456, 3.3541432552862416]","[2.984855225315121, -0.9949586989277384, 2.9848568636761468]",18.904161540379718,27,29
52,3,"[-3.3719463596802033, -4.8080518521962485, -3.026448665965844]","[-2.984857101481629, -4.97469104361868, -2.9848557538387253]",42.782925417927764,27,29
53,3,"[-1.634185665389981, 0.1083469563858932, 1.1789223991418867]","[-1.9899112741744367, 8.372630216591034e-08, 0.99495880004016]",4.974790247836294,28,30
54,3,"[4.204602544275679, 0.10090505779668657, 0.013062600967469251]","[3.9797848749377183, 3.514653069545848e-07, 4.249614099011546e-08]",15.919243792688999,25,27
55,3,"[-4.6055115794126635, -4.7625057008002685, 0.5238780100236502]","[-4.974691209804193, -4.974691364012558, 0.9949574239872371]",50.7424049264764,33,35
56,3,"[-0.6330510003369518, 3.4732072445982576, -3.474641052550705]","[-0.994958517839102, 2.9848564056541176, -2.9848564414825636]",18.904161540276498,32,34
57,3,"[-4.864290179921412, -0.5218430163955112, -2.6882195788568835]","[-4.97469138103487, -0.9949572229872314, -2.9848556557458323]",34.823283233519795,33,35
58,3,"[-4.611948817010305, 2.2998864573197206, -3.9772876804377857]","[-4.974690217998299, 1.989912490310658, -3.9797838590477594]",44.77279791784038,29,31
59,3,"[1.109191680079582, -2.242050558291055, -3.3434004443645744]","[0.9949587837978147, -1.9899126798870024, -2.9848567484060564]",13.929391489394693,27,29
60,3,"[-1.231344405306189, 3.086804748523046, -1.1049617724971759]","[-0.9949597465048095, 2.9848560648919746, -0.9949590219335791]",10.944519355972835,25,27
61,3,"[2.5678812079212108, -3.835020320776697, 2.79317933737041]","[2.984854345497051, -3.9797838040122904, 2.9848556227693326]",33.82844627580029,30,32
62,3,"[-2.693802752955918, 1.8165056500620578, 0.6736031215718024]","[-2.9848548284708207, 1.98991195498604, 0.9949576891036086]",13.929391489478558,27,29
63,3,"[4.394441904247679, -1.1538174159327843, -4.44246846633533]","[3.9797845311101883, -0.9949587175858775, -3.9797852373427105]",32.833446642479366,29,31
64,3,"[-4.9238478279551705, 3.3470316643609914, 0.2532929296530657]","[-4.974691311195892, 2.9848567853944146, 4.79670643265077e-07]",33.82832417630836,27,29
65,3,"[2.8184990907898806, -2.7194818558820897, -1.5863424459444868]","[2.984855597699284, -2.9848554520209607, -1.9899109899372793]",21.88903367384876,29,31
66,3,"[-4.811736348556094, 4.725681403638908, 1.7189673646163293]","[-4.974691055600909, 4.974690636924559, 1.9899115884090708]",53.72727705985438,27,29
67,3,"[4.436020098655296, -2.4013167879262993, 1.1413873789507667]","[3.97978508479661, -1.9899129799242607, 0.9949587095499308]",20.894034040515276,29,31
68,3,"[1.8278396753166115, -1.8682910693622943, 3.5646385665600517]","[1.98991220013135, -1.9899122108316873, 3.9797827444981175]",23.878906173815054,31,33
69,3,"[4.578933380098538, 3.9409164052070844, 2.448045833619175]","[4.974690485875276, 3.9797838528761393, 1.9899128654801415]",44.77279791779734,31,33
70,3,"[-2.278761679616471, -2.2362517288383312, 4.744809681367429]","[-1.9899128257748573, -1.989912660886208, 4.9746907637981534]",32.83338531583298,27,29
71,3,"[-5.014686761618513, 2.212351725999559, 2.1119607045658846]","[-4.97469154703894, 1.9899132136179327, 1.9899126692398459]",32.83338531588286,25,27
72,3,"[1.2563408993259255, 5.018714583929506, -1.9263545777794535]","[0.9949599847231725, 4.974691562587417, -1.9899120096699845]",29.84851318256515,25,27
73,3,"[-1.6386881147571386, -4.311660513827271, -0.5857470817921282]","[-1.9899116867656208, -3.9797841600750523, -0.9949575153880506]",20.89403404043557,29,31
74,3,"[-2.4468630913551555, -1.6037201697009231, 3.4260151322176275]","[-1.9899132510106534, -1.9899116863091313, 2.9848563411514437]",16.914263622940346,30,32
75,3,"[4.4593614185215555, -3.218093342666899, -1.3055085408925096]","[3.979785054341922, -2.984855786941246, -0.9949587995955861]",25.868804091329075,30,32
76,3,"[4.389176956061635, -4.4870813625423605, -4.174228192139484]","[3.9797840007790346, -3.9797849041082505, -3.979783884996217]",47.757731377603015,32,34
77,3,"[-3.4530202705282114, 0.9749794214591976, -3.579163944898586]","[-2.984856361194742, 0.9949586344736168, -3.9797831280517735]",25.868804091233432,31,33
78,3,"[4.793102146055511, -0.5456432408727521, 0.015543913985704094]","[4.9746913362014595, -0.9949575032835883, 2.4373915594990895e-09]",25.868681991891265,31,33
79,3,"[-2.5942157741526377, -0.2973670150683292, 1.657995598202998]","[-2.9848544868996756, -2.532213203763994e-07, 1.9899117997321507]",12.934432432382245,29,31
80,3,"[2.5720538824093975, 2.5996091669495094, 0.7976049939874645]","[2.984854491095566, 2.984855037684016, 0.9949585670858714]",18.904161540444342,30,32
81,3,"[4.140644095937097, 3.2502563564145595, 2.6321726945139243]","[3.979784002667157, 2.9848559973688653, 2.9848546190415015]",33.82844627568811,28,30
82,3,"[-4.550599457992083, -5.0495696668707915, -2.9445398815183568]","[-4.974690393731559, -4.974691396358701, -2.9848556984278347]",58.70204711076626,33,35
83,3,"[1.6744816016737518, -0.9093377138427305, -0.9993599047750479]","[1.9899112400133285, -0.994958528742989, -0.9949586428996071]",5.969749304938537,27,29
84,3,"[3.938169735471244, 4.050563564870029, 4.189954703908717]","[3.979783699887695, 3.9797841192963253, 3.9797847760659173]",47.75773137756791,25,27
85,3,"[-1.9058884964861202, 1.9564115224500407, -2.338476223750455]","[-1.9899121226273613, 1.9899121918950669, -1.989913227039966]",11.939493571860417,27,29
86,3,"[-3.1681553093176342, -3.2293636367629395, -1.616817962356797]","[-2.9848558640970064, -2.9848559555837353, -1.9899110121622707]",21.889033673841602,28,30
87,3,"[-0.7172339734546256, 3.388919511603901, -3.892315202839428]","[-0.9949582583077444, 2.9848567323362194, -3.979783779518844]",25.86880409128171,28,30
88,3,"[2.4056406773237162, 0.3220983212984869, -2.171439690997837]","[1.9899135483249728, 5.27691707507435e-07, -1.9899123923060789]",7.95966238151058,28,30
89,3,"[-0.07352745438387576, -2.048593205483288, 0.9838792216402537]","[-1.1292751704759818e-06, -1.9899131315197065, 0.9949584719974768]",4.974790248065421,22,24
90,3,"[-0.6774382299622994, -3.436487382232282, -3.9261893165496655]","[-0.9949583054008393, -2.9848569754549596, -3.9797838319204257]",25.868804091384646,29,31
91,3,"[0.47816378441861307, 4.120709460849699, -1.5978732896493]","[9.828616210842581e-07, 3.9797838702492783, -1.9899121003807625]",19.89907498321081,33,35
92,3,"[2.3859210979596615, 1.6246922745832135, 4.419122322529085]","[1.9899128418259946, 1.989911574916002, 3.979784793341505]",23.87890617390019,29,31
93,3,"[3.286845617143203, 0.6820378511919412, 1.6079923019172586]","[2.9848559374608943, 0.9949583202365796, 1.9899113884545268]",13.929391489306868,29,31
94,3,"[4.0794774178205175, -1.0289276458297874, -1.7736222120163596]","[3.9797842302814304, -0.9949587491933233, -1.98991113283284]",20.894034040378276,25,27
95,3,"[-5.00929450357559, 3.343882999720594, 3.0820423721304566]","[-4.974691440951892, 2.984856753213278, 2.984855827485162]",42.78292541773855,27,29
96,3,"[-4.05038573465445, 0.7870195827988509, -0.36882741077107273]","[-3.979783955293467, 0.9949582873091382, -1.4484498453802005e-06]",16.914202849997167,27,29
97,3,"[-3.9044188619866986, 4.921018645101809, -2.9215141123752404]","[-3.979783029851352, 4.974690773288133, -2.9848550588545018]",49.74756796878267,23,25
98,3,"[-4.431521995872654, 0.971237166099554, 2.445994773842255]","[-3.979784547796831, 0.9949586313869353, 1.989913230776682]",20.89403404039878,30,32
99,3,"[-4.787779112476805, 1.6252686205647073, 0.33066880974289337]","[-4.974691135423597, 1.9899111517299004, 5.74077017263123e-07]",28.853554125406276,28,30
100,3,"[-4.062566309119505, -3.3533555000692523, 0.6960568045166644]","[-3.9797839721902992, -2.9848568545968526, 0.9949578756345977]",25.868804091422255,27,29
101,3,"[-2.085298037623927, 4.4883530613894775, 3.26389994991668]","[-1.9899122433907555, 3.9797849626423414, 2.9848557449660635]",28.853676224742177,32,34
102,3,"[4.95172819469991, -2.460970609147761, 4.809969999851284]","[4.974691383093931, -1.9899137047891127, 4.974691314179988]",53.72727706006818,30,32
103,3,"[-0.7041651733344478, -1.5614075359871529, -4.6044208438338226]","[-0.9949585439296081, -1.9899114110871194, -4.974690890787259]",29.848513182374326,31,33
104,3,"[-4.579683759517669, 1.9661952608937439, -0.4308070969955544]","[-4.9746905045364604, 1.989912229796177, -5.146189951034734e-07]",28.853554125302768,31,33
105,3,"[-2.800418549390278, 1.1670559367703826, -2.5307328691188617]","[-2.9848556911989164, 0.9949586447816388, -2.9848546844457453]",18.904161540271453,34,36
106,3,"[0.7949491644868871, -1.441702430897251, 3.3131748005050268]","[0.9949585655271316, -0.9949596236841562, 2.9848558781552708]",10.944519355873616,30,32
107,3,"[3.28392868625182, -0.23193192322661016, -1.5276123204094403]","[2.984855732000839, -1.9469550043029893e-08, -1.9899108589597754]",12.934432432415562,33,35
108,3,"[-1.4073876832348722, 3.130516742842551, -1.759442096152453]","[-0.9949600495287079, 2.984855822275427, -1.9899119601360384]",13.929391489547388,28,30
109,3,"[-2.979232013241897, -4.252791379196858, -0.34106244214365766]","[-2.9848556938159794, -3.979784383284221, -1.0585754611750603e-06]",24.873845034224694,27,29
110,3,"[-0.1829673070608191, 3.4909051945257685, -2.854515748392305]","[-2.1835421600853934e-08, 2.9848572178945356, -2.9848556847729295]",17.90920248342858,32,34
111,3,"[-1.2186493576355848, 3.158074766271395, 3.3139057740694886]","[-0.9949592445131236, 2.9848561137238527, 2.9848570312268814]",18.904161540523432,26,28
112,3,"[-1.1815825819774135, -0.4185700015443876, -2.014352477703343]","[-0.994958737718862, -1.106371900437294e-06, -1.9899122445884698]",4.97479024789223,29,31
113,3,"[4.429361955013756, -3.905087838806218, 4.441594091535053]","[3.979784523692172, -3.9797838355129493, 3.97978468171384]",47.757731377604124,30,32
114,3,"[1.8827924667939149, 0.3232988435121271, -4.785571217566762]","[1.989912086539387, 8.850279934964666e-07, -4.974690962137207]",28.853554125292014,27,29
115,3,"[-0.2498949957426353, -0.9446594047720218, -3.469119365374745]","[-6.178605683025275e-08, -0.9949586294922794, -2.9848567204879535]",9.94956029878633,31,33
116,3,"[1.6016343398467265, 4.824585291451247, 0.6368134253007369]","[1.989911295088909, 4.974691281382091, 0.9949581172882331]",29.848513182420085,29,31
117,3,"[2.1990735507860055, -4.419067365723988, -0.8430899628339743]","[1.9899123518421267, -3.979784792583154, -0.9949585582241481]",20.894034040283977,29,31
118,3,"[-3.928489111915562, 1.1550293558938662, 4.490057300112944]","[-3.979783854263332, 0.9949586553929093, 3.979785050106593]",32.83344664229503,32,34
119,3,"[1.656603980509578, -4.333536785260324, -1.488218060952752]","[1.98991217502377, -3.9797839090330878, -0.9949600430252397]",20.8940340405017,33,35
120,3,"[0.5187930054743193, -0.9911525771954972, 3.4165146672657647]","[0.9949575274011144, -0.9949586375199894, 2.984855774704089]",10.944519355919093,34,36
121,3,"[3.2222310882302887, 1.1451496458569874, -1.2957906418410983]","[2.9848563616016937, 0.9949589757130034, -0.9949597603171257]",10.944519356032359,26,28
122,3,"[-2.50535553266438, -4.035846981497556, -1.4858477210976866]","[-1.989913621509518, -3.9797838611346803, -0.994958896685413]",20.894034040503556,36,38
123,3,"[-0.8891134237929519, 1.8004267530657136, 1.6195566008071527]","[-0.994958553926486, 1.9899120403758095, 1.989911060287614]",8.954621438482882,28,30
124,3,"[-4.402092650073529, -1.072544609984944, -3.258584399694214]","[-3.9797850773844234, -0.9949586950889281, -2.9848560161675017]",25.868804091353624,28,30
125,3,"[-3.51423789755591, 3.3515740133093983, -4.690788180825523]","[-2.9848566553572726, 2.984855703765111, -4.974691388128491]",42.78292541769612,39,41
126,3,"[-0.8275673507622772, -3.397594564950854, 3.8843414085475745]","[-0.9949584868744727, -2.9848568517173324, 3.9797837707618915]",25.868804091309425,28,30
127,3,"[0.5840948559363595, -2.750662283501076, 0.02485542058369461]","[0.9949574794346935, -2.984855513372235, 1.0738585489901067e-08]",9.949560298853287,29,31
128,3,"[2.370420323359906, 4.691128411335002, -2.86263291652691]","[1.9899130706177963, 4.9746907364921755, -2.9848555893165405]",37.808155366808364,28,30
129,3,"[3.954501346604494, 4.4472741290751, 4.264146376008358]","[3.979783847361893, 3.979785372483779, 3.9797840689662527]",47.757731377843236,29,31
130,3,"[1.3866430142659567, 1.3293635014114065, -0.991123116197655]","[0.994959685710805, 0.9949591913616401, -0.9949586348894102]",2.9848771715584785,28,30
131,3,"[2.584554314790788, 0.3204507479135428, 1.816965849377735]","[2.984854218880598, 3.1330075840179657e-07, 1.989912132429857]",12.934432432496472,29,31
132,3,"[-0.7325910645883349, 2.3705237918017437, 3.322588340270582]","[-0.9949583056669808, 1.9899130716013629, 2.9848562255990707]",13.929391489349596,28,30
133,3,"[-3.620492732387163, 3.409200287480094, 0.41263648553274646]","[-3.9797833289939164, 2.9848561945190117, 5.996219849551184e-07]",24.873845034123526,30,32
134,3,"[3.5293789090838965, -0.7034705270680099, -1.2386254296777213]","[3.979782568264468, -0.9949586251478367, -0.9949586451590792]",17.909161906976692,35,37
135,3,"[4.250221900976357, -2.5480267003043706, 3.524734210930105]","[3.9797838637530383, -2.984855620846603, 3.9797828180360395]",40.79308882662514,37,39
136,3,"[-0.16362933750370168, 0.14433733172489926, -1.9612847975476835]","[-1.0612966666059791e-06, 8.975217735353678e-07, -1.989912072152577]",3.9798311909425275,24,26
137,3,"[0.7479521343387203, -1.789837350131596, -4.717881198165481]","[0.9949581544131915, -1.9899118835098388, -4.974690576380338]",29.848513182390157,27,29
138,3,"[-2.334734281273794, -5.054678595516512, 4.8983530194622125]","[-1.9899131921728637, -4.974691506337293, 4.974691265844263]",53.72727705982611,27,29
139,3,"[4.769251428554214, -1.0736097538835967, 2.3385175484379745]","[4.9746908920455795, -0.9949587342373728, 1.9899132274352402]",29.848513182435724,27,29
140,3,"[-1.5789455522772484, 1.7519939285603945, 3.1276036407908263]","[-1.989910781267551, 1.9899120576133713, 2.9848557726134204]",16.914263623020027,29,31
141,3,"[4.574783945648545, -1.021826295299359, 2.9009713454699275]","[4.974690370208864, -0.9949586419035188, 2.984855685289526]",34.82328323332668,31,33
142,3,"[-2.396892665527104, 5.02100279084696, -4.856119308653044]","[-1.9899133956803319, 4.974691431509295, -4.974691260987008]",53.7272770599095,28,30
143,3,"[1.0601349785714786, 1.6333412521095898, 1.925586504439079]","[0.9949586854229646, 1.989911263504832, 1.9899121836967495]",8.954621438388788,28,30
144,3,"[-3.8872311931997285, 4.490544982764855, -3.264683222527152]","[-3.979783848628117, 3.9797850772766212, -2.984855745224605]",40.793088826701954,32,34
145,3,"[1.2569948491759728, -2.8397969497796103, -1.974103889702186]","[0.9949599916966658, -2.984855067824954, -1.9899121802574808]",13.9293914895777,25,27
146,3,"[0.47573546729599325, -0.847939393898737, -3.479289846000576]","[8.501021146761114e-07, -0.9949586275719339, -2.984856233560175]",9.949560298779701,33,35
147,3,"[-3.3696112392105135, -0.8381973692129314, 2.6345776975411273]","[-2.9848565270064658, -0.9949585001824381, 2.984854654151666]",18.90416154042226,28,30
148,3,"[4.075157983721355, -4.25853273846392, -1.0946159865917329]","[3.9797840743308073, -3.9797847589369013, -0.9949588449865453]",32.83344664219282,26,28
149,3,"[-4.093485427477743, -4.950092998322198, 1.6559993102741162]","[-3.9797840171605543, -4.97469135368, 1.9899110167529421]",44.77279791785619,27,29
150,3,"[1.0490822857378586, -3.4506842745355653, -2.7257565891270237]","[0.9949586519939185, -2.984856734838186, -2.984855558910284]",18.904161540282416,30,32
151,3,"[-4.877232602680132, 3.429859386310695, 4.860831703537166]","[-4.974691329187378, 2.984856831053814, 4.974691315933441]",58.702047110825504,29,31
152,3,"[-3.732894343222366, -2.7496938110433473, 3.7725135252166053]","[-3.9797832155163286, -2.9848551839078836, 3.979783411278534]",40.793088826584395,27,29
153,3,"[4.3669892910713335, -0.8230156000582625, -4.601625883964681]","[3.979784354602228, -0.9949585430621423, -4.9746899612773605]",41.7879257845473,29,31
154,3,"[-4.71662762298553, 0.7572466285466666, -1.0967540849338464]","[-4.974690566091797, 0.9949581903306399, -0.9949587657759404]",26.86364104890501,27,29
155,3,"[-4.8265991416048175, 0.8525044972805809, -5.00426202532841]","[-4.9746906062553, 0.9949580875683484, -4.974691506764533]",50.74240492636099,25,27
156,3,"[2.9426888514485556, -1.982127895517475, -4.707758049185463]","[2.984855608789452, -1.9899122178730644, -4.974689906956135]",37.80815536701645,26,28
157,3,"[0.9047267428674903, -1.0477115962055201, 4.851716232777211]","[0.9949581119281117, -0.9949589270080906, 4.974690394736442]",26.863641048994623,24,26
158,3,"[0.4525943040379108, -2.301550786181035, 2.1446539738519013]","[1.4924448105171367e-06, -1.9899123908806196, 1.989912280439083]",7.959662381555397,30,32
159,3,"[-2.339921893962636, 4.139451304013467, -1.2828470220044652]","[-1.9899132410052414, 3.979784092913441, -0.9949592451357641]",20.894034040393635,27,29
160,3,"[0.5106540828283412, -4.602131416839897, -0.7565185233691567]","[0.9949574697421348, -4.974691347335248, -0.9949586328795297]",26.863641048999668,36,38
161,3,"[3.403402646128588, 3.1298437669206214, -2.822977957339891]","[2.984856944354583, 2.9848558215946914, -2.9848555370363625]",26.863803724774517,28,30
162,3,"[-2.804950312851838, 3.2492063970635447, 4.407279822533893]","[-2.984855508240637, 2.9848559950931617, 3.9797851629812797]",33.828446275793944,28,30
163,3,"[-4.143504166164444, -0.511399532275453, -1.6644681834062953]","[-3.9797838629616815, -0.9949576164169676, -1.9899122218681848]",20.89403404031574,36,38
164,3,"[3.7958497838841785, -4.2647048736766076, -2.958070348205697]","[3.9797832602076575, -3.9797847998946763, -2.984855643305056]",40.79308882665535,26,28
165,3,"[2.5852757768857018, -4.594750986432352, -0.07643770148567786]","[2.9848548183342873, -4.974690385215242, -2.0641096392511246e-08]",33.82832417638134,30,32
166,3,"[-0.5928239648796669, -1.6957319271552138, -1.0795794911342202]","[-0.9949576509643429, -1.989911941064881, -0.9949586757030818]",5.9697493049509625,29,31
167,3,"[0.30659161016558567, -3.4675982501029567, 0.73723779362399]","[1.001263206729651e-07, -2.984856673943226, 0.9949585675425417]",9.949560298770212,31,33
168,3,"[3.127627052031859, 2.6640479210512282, -3.5440649759357576]","[2.9848557106305575, 2.9848556422016097, -3.979782858769703]",33.82844627563367,33,35
169,3,"[-3.591685429847307, -2.3738944742920878, -1.422594802267779]","[-3.979782959040249, -1.9899125514461478, -0.9949593025514805]",20.894034040376418,30,32
170,3,"[-0.9374148463771386, 1.840099500373456, -4.539592374621845]","[-0.9949586355878637, 1.9899122270856817, -4.97469007125817]",29.848513182530766,34,36
171,3,"[-4.764951508725081, -1.1068358354543717, 2.01895620749292]","[-4.974689987334164, -0.9949590294736885, 1.9899123308647322]",29.848513182607846,25,27
172,3,"[-3.1392220881256185, 1.4490058880640175, -2.4593598674913335]","[-2.984855729878693, 0.99495935049625, -1.989913081612054]",13.929391489377663,31,33
173,3,"[3.9535217542504073, 4.051865029290153, -2.075779028159217]","[3.979783589720031, 3.979784577870106, -1.9899130413406605]",35.81831877572204,23,25
174,3,"[-2.764863959416417, -0.908247326041792, -2.656956567755277]","[-2.984855248522754, -0.9949585271932552, -2.9848543979750155]",18.90416154044553,27,29
175,3,"[1.7652105553070454, 3.338902369774444, 1.7724634205308618]","[1.9899118024432028, 2.984856705106956, 1.9899118281266999]",16.914263622863693,27,29
176,3,"[3.321348579833338, -1.0548002589954653, -3.519314219941265]","[2.984855701794484, -0.9949586377137805, -3.9797823684600355]",25.868804091479838,41,43
177,3,"[2.4366177013513433, -1.4287410673504883, 1.753813250346317]","[1.9899130483530307, -0.9949593847542433, 1.9899121289902197]",8.954621438445718,30,32
